Relative Intensity vs Linear Position, Run #5
Linear Position ( m )	Relative Intensity (  )
-0.027	0.07
-0.028	0.07
-0.028	0.08
-0.028	0.07
-0.028	0.07
-0.028	0.07
-0.028	0.07
-0.029	0.08
-0.029	0.07
-0.029	0.07
-0.029	0.08
-0.030	0.08
-0.030	0.07
-0.030	0.07
-0.030	0.07
-0.031	0.08
-0.031	0.07
-0.031	0.07
-0.031	0.07
-0.032	0.08
-0.032	0.07
-0.032	0.07
-0.032	0.07
-0.033	0.07
-0.033	0.07
-0.033	0.07
-0.033	0.07
-0.033	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.08
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.08
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.034	0.07
-0.035	0.07
-0.035	0.08
-0.035	0.08
-0.035	0.07
-0.035	0.07
-0.036	0.07
-0.036	0.08
-0.036	0.07
-0.037	0.07
-0.037	0.07
-0.037	0.08
-0.037	0.08
-0.038	0.07
-0.038	0.08
-0.038	0.08
-0.038	0.08
-0.039	0.07
-0.039	0.07
-0.039	0.08
-0.039	0.08
-0.039	0.08
-0.040	0.07
-0.040	0.08
-0.040	0.08
-0.040	0.08
-0.040	0.07
-0.040	0.08
-0.040	0.08
-0.041	0.08
-0.041	0.07
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.07
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.07
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.07
-0.041	0.07
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.07
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.041	0.07
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.042	0.07
-0.042	0.08
-0.042	0.08
-0.042	0.08
-0.043	0.08
-0.043	0.07
-0.043	0.08
-0.043	0.08
-0.043	0.07
-0.044	0.08
-0.044	0.08
-0.044	0.08
-0.044	0.07
-0.044	0.07
-0.044	0.08
-0.044	0.08
-0.044	0.08
-0.044	0.07
-0.044	0.08
-0.045	0.08
-0.045	0.07
-0.045	0.07
-0.045	0.07
-0.045	0.08
-0.046	0.08
-0.046	0.07
-0.046	0.08
-0.046	0.08
-0.047	0.08
-0.047	0.07
-0.047	0.07
-0.047	0.08
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.048	0.07
-0.048	0.08
-0.048	0.07
-0.048	0.07
-0.048	0.07
-0.048	0.08
-0.048	0.07
-0.048	0.07
-0.048	0.07
-0.048	0.08
-0.048	0.07
-0.048	0.07
-0.048	0.07
-0.048	0.07
-0.048	0.08
-0.048	0.07
-0.048	0.07
-0.048	0.07
-0.048	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.08
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.08
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.08
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.07
-0.047	0.08
-0.047	0.07
-0.048	0.07
-0.048	0.07
-0.048	0.08
-0.048	0.07
-0.048	0.07
-0.049	0.07
-0.049	0.08
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.050	0.08
-0.050	0.07
-0.050	0.07
-0.050	0.07
-0.050	0.08
-0.050	0.07
-0.050	0.07
-0.050	0.07
-0.051	0.08
-0.051	0.07
-0.051	0.07
-0.051	0.07
-0.051	0.07
-0.051	0.08
-0.051	0.07
-0.051	0.07
-0.052	0.08
-0.052	0.07
-0.052	0.07
-0.052	0.07
-0.052	0.07
-0.052	0.08
-0.052	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.055	0.08
-0.055	0.09
-0.055	0.08
-0.055	0.08
-0.055	0.09
-0.055	0.09
-0.055	0.09
-0.056	0.08
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.08
-0.056	0.08
-0.057	0.09
-0.057	0.09
-0.057	0.08
-0.057	0.09
-0.057	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.059	0.10
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.08
-0.060	0.08
-0.060	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.09
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.065	0.08
-0.065	0.08
-0.065	0.08
-0.065	0.08
-0.065	0.08
-0.066	0.07
-0.066	0.07
-0.066	0.08
-0.066	0.08
-0.067	0.07
-0.067	0.07
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.069	0.08
-0.069	0.08
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.070	0.09
-0.070	0.09
-0.070	0.09
-0.070	0.10
-0.070	0.09
-0.070	0.09
-0.070	0.09
-0.070	0.10
-0.071	0.10
-0.071	0.10
-0.071	0.10
-0.071	0.10
-0.071	0.10
-0.071	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.12
-0.073	0.12
-0.073	0.11
-0.073	0.12
-0.073	0.12
-0.073	0.12
-0.073	0.13
-0.074	0.12
-0.074	0.13
-0.074	0.12
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.075	0.13
-0.075	0.14
-0.075	0.14
-0.075	0.13
-0.075	0.13
-0.075	0.13
-0.075	0.14
-0.075	0.14
-0.075	0.14
-0.075	0.13
-0.076	0.13
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.13
-0.076	0.13
-0.076	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.14
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.13
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.13
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.13
-0.078	0.13
-0.078	0.13
-0.078	0.13
-0.078	0.13
-0.078	0.13
-0.079	0.13
-0.079	0.13
-0.079	0.13
-0.079	0.13
-0.079	0.13
-0.079	0.12
-0.079	0.12
-0.079	0.13
-0.079	0.13
-0.079	0.13
-0.080	0.12
-0.080	0.12
-0.080	0.12
-0.080	0.12
-0.080	0.13
-0.080	0.12
-0.080	0.12
-0.080	0.12
-0.080	0.11
-0.081	0.12
-0.081	0.12
-0.081	0.11
-0.081	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.10
-0.083	0.11
-0.083	0.11
-0.083	0.11
-0.083	0.11
-0.083	0.10
-0.083	0.11
-0.083	0.11
-0.083	0.11
-0.084	0.12
-0.084	0.12
-0.084	0.11
-0.084	0.11
-0.084	0.12
-0.084	0.12
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.12
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.12
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.13
-0.085	0.14
-0.085	0.14
-0.086	0.15
-0.086	0.16
-0.086	0.17
-0.087	0.18
-0.087	0.20
-0.087	0.21
-0.087	0.21
-0.087	0.21
-0.087	0.21
-0.087	0.21
-0.087	0.21
-0.087	0.22
-0.088	0.23
-0.088	0.24
-0.088	0.23
-0.088	0.23
-0.088	0.25
-0.088	0.26
-0.088	0.27
-0.088	0.28
-0.088	0.29
-0.089	0.31
-0.089	0.31
-0.089	0.32
-0.089	0.32
-0.089	0.33
-0.089	0.34
-0.089	0.35
-0.089	0.36
-0.090	0.37
-0.090	0.39
-0.090	0.41
-0.090	0.41
-0.090	0.40
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.40
-0.090	0.40
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.41
-0.090	0.42
-0.090	0.42
-0.090	0.41
-0.090	0.42
-0.090	0.42
-0.090	0.43
-0.090	0.44
-0.090	0.45
-0.090	0.46
-0.091	0.46
-0.091	0.48
-0.091	0.50
-0.091	0.51
-0.091	0.52
-0.091	0.54
-0.091	0.57
-0.092	0.57
-0.092	0.56
-0.092	0.58
-0.092	0.59
-0.092	0.61
-0.092	0.61
-0.092	0.62
-0.092	0.63
-0.092	0.65
-0.093	0.66
-0.093	0.66
-0.093	0.68
-0.093	0.70
-0.093	0.71
-0.093	0.73
-0.093	0.73
-0.094	0.77
-0.094	0.80
-0.094	0.81
-0.094	0.82
-0.094	0.84
-0.094	0.86
-0.094	0.87
-0.095	0.87
-0.095	0.89
-0.095	0.90
-0.095	0.89
-0.095	0.89
-0.095	0.88
-0.095	0.90
-0.095	0.91
-0.095	0.92
-0.095	0.91
-0.095	0.92
-0.095	0.91
-0.095	0.92
-0.095	0.91
-0.095	0.90
-0.095	0.91
-0.095	0.90
-0.095	0.92
-0.095	0.90
-0.095	0.91
-0.095	0.90
-0.095	0.91
-0.095	0.90
-0.095	0.92
-0.095	0.93
-0.095	0.92
-0.095	0.91
-0.095	0.91
-0.095	0.89
-0.095	0.91
-0.095	0.90
-0.095	0.93
-0.095	0.92
-0.095	0.93
-0.095	0.94
-0.095	0.96
-0.096	0.97
-0.096	0.98
-0.096	0.98
-0.096	1.01
-0.096	1.03
-0.096	1.06
-0.097	1.07
-0.097	1.07
-0.097	1.09
-0.097	1.10
-0.097	1.09
-0.097	1.11
-0.097	1.10
-0.097	1.12
-0.097	1.12
-0.098	1.12
-0.098	1.14
-0.098	1.13
-0.098	1.14
-0.098	1.14
-0.098	1.15
-0.098	1.15
-0.098	1.15
-0.098	1.16
-0.098	1.15
-0.098	1.16
-0.098	1.16
-0.098	1.15
-0.098	1.16
-0.098	1.16
-0.098	1.15
-0.098	1.16
-0.098	1.16
-0.099	1.16
-0.099	1.16
-0.099	1.16
-0.099	1.18
-0.099	1.17
-0.099	1.16
-0.099	1.18
-0.099	1.16
-0.099	1.17
-0.099	1.17
-0.099	1.17
-0.099	1.17
-0.099	1.18
-0.100	1.19
-0.100	1.19
-0.100	1.19
-0.100	1.20
-0.100	1.21
-0.100	1.19
-0.100	1.18
-0.100	1.18
-0.100	1.19
-0.100	1.17
-0.100	1.17
-0.101	1.17
-0.101	1.17
-0.101	1.17
-0.101	1.16
-0.101	1.16
-0.101	1.14
-0.101	1.14
-0.101	1.14
-0.101	1.12
-0.101	1.12
-0.102	1.12
-0.102	1.11
-0.102	1.12
-0.102	1.11
-0.102	1.12
-0.102	1.11
-0.102	1.11
-0.102	1.12
-0.102	1.11
-0.102	1.11
-0.102	1.10
-0.102	1.10
-0.102	1.10
-0.102	1.08
-0.102	1.09
-0.103	1.08
-0.103	1.08
-0.103	1.07
-0.103	1.07
-0.103	1.06
-0.103	1.06
-0.103	1.06
-0.103	1.05
-0.103	1.05
-0.103	1.05
-0.103	1.04
-0.103	1.05
-0.103	1.05
-0.103	1.04
-0.103	1.05
-0.103	1.05
-0.103	1.05
-0.103	1.04
-0.103	1.04
-0.103	1.03
-0.103	1.02
-0.104	1.03
-0.104	1.02
-0.104	1.01
-0.104	1.01
-0.104	0.99
-0.104	1.00
-0.104	0.99
-0.104	0.99
-0.104	0.99
-0.104	0.95
-0.104	0.95
-0.104	0.97
-0.104	0.96
-0.104	0.96
-0.104	0.95
-0.104	0.94
-0.104	0.96
-0.104	0.94
-0.104	0.96
-0.104	0.96
-0.104	0.95
-0.104	0.96
-0.104	0.95
-0.104	0.98
-0.104	0.96
-0.104	0.96
-0.104	0.97
-0.104	0.97
-0.104	0.97
-0.104	0.97
-0.104	0.98
-0.104	0.97
-0.104	0.98
-0.104	0.97
-0.104	0.97
-0.104	0.97
-0.104	0.95
-0.104	0.95
-0.104	0.97
-0.104	0.95
-0.104	0.96
-0.104	0.94
-0.104	0.95
-0.104	0.95
-0.104	0.95
-0.104	0.94
-0.105	0.93
-0.105	0.91
-0.105	0.91
-0.105	0.91
-0.105	0.91
-0.105	0.90
-0.105	0.90
-0.105	0.89
-0.105	0.89
-0.105	0.87
-0.105	0.86
-0.105	0.86
-0.105	0.85
-0.105	0.85
-0.105	0.84
-0.105	0.85
-0.106	0.83
-0.106	0.83
-0.106	0.82
-0.106	0.80
-0.106	0.82
-0.106	0.79
-0.106	0.78
-0.106	0.78
-0.106	0.77
-0.106	0.77
-0.106	0.75
-0.107	0.73
-0.107	0.72
-0.107	0.72
-0.107	0.71
-0.107	0.69
-0.107	0.69
-0.107	0.69
-0.107	0.67
-0.107	0.65
-0.107	0.62
-0.107	0.62
-0.107	0.64
-0.108	0.62
-0.108	0.61
-0.108	0.61
-0.108	0.61
-0.108	0.59
-0.108	0.57
-0.108	0.57
-0.108	0.58
-0.108	0.57
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.55
-0.108	0.53
-0.108	0.52
-0.108	0.53
-0.108	0.52
-0.109	0.51
-0.109	0.50
-0.109	0.51
-0.108	0.51
-0.108	0.52
-0.108	0.53
-0.108	0.53
-0.108	0.50
-0.108	0.50
-0.108	0.50
-0.108	0.49
-0.108	0.50
-0.108	0.50
-0.108	0.50
-0.108	0.49
-0.108	0.51
-0.108	0.50
-0.108	0.50
-0.108	0.51
-0.108	0.50
-0.108	0.50
-0.108	0.50
-0.108	0.49
-0.108	0.51
-0.108	0.49
-0.108	0.50
-0.108	0.49
-0.108	0.49
-0.108	0.50
-0.108	0.49
-0.108	0.50
-0.109	0.49
-0.109	0.49
-0.109	0.50
-0.109	0.48
-0.109	0.48
-0.109	0.47
-0.109	0.46
-0.109	0.46
-0.109	0.46
-0.109	0.45
-0.109	0.44
-0.109	0.43
-0.110	0.41
-0.110	0.41
-0.110	0.39
-0.110	0.37
-0.110	0.36
-0.110	0.36
-0.110	0.34
-0.110	0.34
-0.111	0.33
-0.111	0.33
-0.111	0.32
-0.111	0.32
-0.111	0.32
-0.111	0.32
-0.111	0.33
-0.111	0.33
-0.111	0.32
-0.111	0.31
-0.111	0.32
-0.111	0.31
-0.111	0.32
-0.111	0.31
-0.111	0.31
-0.111	0.31
-0.111	0.30
-0.111	0.29
-0.111	0.28
-0.111	0.28
-0.111	0.27
-0.111	0.27
-0.111	0.26
-0.112	0.25
-0.112	0.25
-0.112	0.25
-0.112	0.25
-0.112	0.24
-0.112	0.24
-0.112	0.23
-0.112	0.23
-0.112	0.22
-0.112	0.22
-0.112	0.21
-0.112	0.21
-0.112	0.21
-0.112	0.21
-0.112	0.21
-0.112	0.20
-0.112	0.20
-0.112	0.20
-0.112	0.20
-0.113	0.20
-0.113	0.20
-0.113	0.20
-0.113	0.19
-0.113	0.19
-0.113	0.19
-0.113	0.18
-0.113	0.18
-0.113	0.18
-0.113	0.17
-0.113	0.17
-0.113	0.16
-0.113	0.16
-0.113	0.16
-0.113	0.16
-0.113	0.16
-0.113	0.15
-0.113	0.15
-0.114	0.15
-0.114	0.13
-0.114	0.13
-0.114	0.12
-0.114	0.12
-0.114	0.12
-0.115	0.11
-0.115	0.10
-0.115	0.10
-0.115	0.09
-0.116	0.09
-0.116	0.08
-0.116	0.08
-0.117	0.08
-0.117	0.08
-0.117	0.08
-0.118	0.07
-0.118	0.08
-0.118	0.08
-0.119	0.09
-0.119	0.09
-0.119	0.08
-0.120	0.09
-0.120	0.10
-0.120	0.09
-0.121	0.10
-0.121	0.10
-0.121	0.10
-0.122	0.11
-0.122	0.11
-0.123	0.11
-0.123	0.11
-0.123	0.11
-0.124	0.12
-0.124	0.11
-0.124	0.11
-0.125	0.11
-0.125	0.11
-0.126	0.10
-0.126	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.10
-0.127	0.09
-0.127	0.10
-0.128	0.10
-0.128	0.09
-0.128	0.09
-0.128	0.09
-0.129	0.09
-0.129	0.09
-0.129	0.08
-0.129	0.08
-0.130	0.08
-0.130	0.08
-0.130	0.08
-0.130	0.08
-0.130	0.08
-0.130	0.08
-0.130	0.07
-0.130	0.08
-0.130	0.08
-0.130	0.08
-0.131	0.07
-0.131	0.07
-0.131	0.08
-0.131	0.07
-0.132	0.07
-0.132	0.06
-0.132	0.07
-0.132	0.07
-0.133	0.06
-0.133	0.06
-0.133	0.06
-0.133	0.07
-0.134	0.07
-0.134	0.06
-0.134	0.06
-0.134	0.07
-0.134	0.07
-0.135	0.07
-0.135	0.06
-0.135	0.07
-0.135	0.07
-0.135	0.07
-0.136	0.07
-0.136	0.07
-0.136	0.07
-0.137	0.07
-0.137	0.07
-0.137	0.07
-0.138	0.07
-0.138	0.08
-0.138	0.07
-0.139	0.07
-0.139	0.08
-0.139	0.08
-0.140	0.08
-0.140	0.07
-0.140	0.08
-0.141	0.08
-0.141	0.08
-0.141	0.08
-0.142	0.08
-0.142	0.08
-0.142	0.08
-0.142	0.07
-0.143	0.08
-0.143	0.08
-0.143	0.08
-0.143	0.08
-0.143	0.07
-0.143	0.08
-0.143	0.08
-0.143	0.07
-0.143	0.07
-0.143	0.08
-0.143	0.08
-0.143	0.08
-0.143	0.07
-0.143	0.08
-0.143	0.08
-0.143	0.08
-0.144	0.07
-0.144	0.07
-0.144	0.08
-0.144	0.08
-0.144	0.07
-0.144	0.07
-0.144	0.08
-0.144	0.08
-0.144	0.07
-0.144	0.07
-0.145	0.08
-0.145	0.08
-0.145	0.07
-0.145	0.07
-0.145	0.07
-0.146	0.07
-0.146	0.07
-0.146	0.07
-0.146	0.07
-0.147	0.07
-0.147	0.07
-0.147	0.06
-0.147	0.07
-0.147	0.07
-0.148	0.07
-0.148	0.06
-0.148	0.06
-0.148	0.07
-0.149	0.07
-0.149	0.07
-0.149	0.06
-0.149	0.06
-0.150	0.07
-0.150	0.06
