Relative Intensity vs Linear Position, Run #4
Linear Position ( m )	Relative Intensity (  )
-0.018	0.08
-0.018	0.08
-0.018	0.07
-0.018	0.08
-0.018	0.08
-0.018	0.08
-0.018	0.07
-0.018	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.07
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.019	0.08
-0.020	0.08
-0.020	0.08
-0.020	0.08
-0.020	0.08
-0.020	0.08
-0.021	0.08
-0.021	0.08
-0.021	0.08
-0.021	0.08
-0.021	0.08
-0.022	0.08
-0.022	0.08
-0.022	0.08
-0.022	0.09
-0.022	0.08
-0.022	0.08
-0.023	0.08
-0.023	0.09
-0.023	0.08
-0.023	0.08
-0.023	0.08
-0.023	0.09
-0.023	0.08
-0.023	0.08
-0.024	0.08
-0.024	0.09
-0.024	0.08
-0.024	0.08
-0.024	0.08
-0.024	0.08
-0.024	0.09
-0.024	0.08
-0.025	0.08
-0.025	0.09
-0.025	0.08
-0.025	0.08
-0.025	0.08
-0.025	0.08
-0.025	0.09
-0.025	0.08
-0.026	0.08
-0.026	0.08
-0.026	0.09
-0.026	0.08
-0.026	0.08
-0.026	0.08
-0.026	0.09
-0.027	0.08
-0.027	0.08
-0.027	0.08
-0.027	0.08
-0.027	0.08
-0.027	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.07
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.07
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.08
-0.028	0.07
-0.028	0.07
-0.028	0.08
-0.029	0.08
-0.029	0.08
-0.029	0.08
-0.029	0.08
-0.029	0.08
-0.030	0.08
-0.030	0.07
-0.030	0.08
-0.030	0.08
-0.031	0.07
-0.031	0.07
-0.031	0.07
-0.031	0.08
-0.031	0.08
-0.032	0.07
-0.032	0.08
-0.032	0.08
-0.032	0.08
-0.032	0.07
-0.032	0.07
-0.033	0.08
-0.033	0.08
-0.033	0.07
-0.033	0.07
-0.033	0.08
-0.033	0.08
-0.034	0.07
-0.034	0.07
-0.034	0.08
-0.034	0.08
-0.034	0.08
-0.035	0.07
-0.035	0.08
-0.035	0.08
-0.035	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.09
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.036	0.08
-0.037	0.08
-0.037	0.08
-0.037	0.08
-0.037	0.08
-0.037	0.09
-0.038	0.08
-0.038	0.08
-0.038	0.09
-0.038	0.08
-0.038	0.08
-0.039	0.08
-0.039	0.08
-0.039	0.09
-0.039	0.08
-0.039	0.08
-0.039	0.08
-0.039	0.09
-0.040	0.09
-0.040	0.08
-0.040	0.08
-0.040	0.09
-0.040	0.09
-0.041	0.08
-0.041	0.08
-0.041	0.09
-0.041	0.09
-0.041	0.08
-0.041	0.08
-0.041	0.08
-0.042	0.09
-0.042	0.09
-0.042	0.08
-0.042	0.09
-0.042	0.09
-0.042	0.09
-0.042	0.08
-0.043	0.08
-0.043	0.09
-0.043	0.08
-0.043	0.09
-0.043	0.08
-0.044	0.08
-0.044	0.09
-0.044	0.08
-0.044	0.08
-0.044	0.09
-0.044	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.045	0.08
-0.045	0.08
-0.045	0.08
-0.045	0.09
-0.046	0.08
-0.046	0.08
-0.046	0.08
-0.046	0.08
-0.046	0.08
-0.046	0.08
-0.047	0.08
-0.047	0.08
-0.047	0.08
-0.047	0.07
-0.047	0.07
-0.047	0.08
-0.047	0.08
-0.048	0.07
-0.048	0.08
-0.048	0.08
-0.048	0.08
-0.048	0.08
-0.048	0.07
-0.049	0.08
-0.049	0.08
-0.049	0.07
-0.049	0.07
-0.049	0.07
-0.050	0.08
-0.050	0.08
-0.050	0.07
-0.050	0.08
-0.050	0.08
-0.051	0.08
-0.051	0.07
-0.051	0.07
-0.051	0.08
-0.051	0.08
-0.051	0.07
-0.051	0.07
-0.051	0.08
-0.051	0.08
-0.051	0.08
-0.051	0.07
-0.051	0.08
-0.051	0.08
-0.051	0.08
-0.051	0.07
-0.051	0.08
-0.051	0.08
-0.051	0.08
-0.051	0.07
-0.051	0.08
-0.051	0.08
-0.051	0.08
-0.051	0.07
-0.051	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.09
-0.052	0.08
-0.052	0.08
-0.052	0.08
-0.052	0.09
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.09
-0.053	0.09
-0.053	0.08
-0.053	0.08
-0.053	0.09
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.09
-0.053	0.08
-0.053	0.08
-0.053	0.09
-0.054	0.09
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.09
-0.054	0.08
-0.054	0.08
-0.054	0.08
-0.054	0.09
-0.054	0.09
-0.054	0.08
-0.054	0.08
-0.054	0.09
-0.054	0.09
-0.054	0.08
-0.054	0.08
-0.054	0.09
-0.053	0.09
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.09
-0.053	0.08
-0.054	0.08
-0.054	0.09
-0.054	0.09
-0.054	0.09
-0.054	0.08
-0.054	0.08
-0.054	0.09
-0.054	0.09
-0.055	0.08
-0.055	0.09
-0.055	0.09
-0.055	0.09
-0.055	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.10
-0.056	0.10
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.056	0.10
-0.057	0.09
-0.057	0.09
-0.057	0.09
-0.057	0.09
-0.057	0.10
-0.057	0.09
-0.057	0.09
-0.057	0.09
-0.057	0.10
-0.057	0.10
-0.057	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.10
-0.058	0.10
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.10
-0.058	0.10
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.10
-0.058	0.10
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.10
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.058	0.10
-0.058	0.09
-0.058	0.09
-0.058	0.09
-0.059	0.09
-0.059	0.10
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.10
-0.059	0.10
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.10
-0.059	0.10
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.10
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.10
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.10
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.10
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.061	0.10
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.10
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.060	0.09
-0.060	0.08
-0.060	0.09
-0.060	0.09
-0.060	0.09
-0.060	0.08
-0.060	0.08
-0.060	0.09
-0.060	0.09
-0.061	0.08
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.060	0.08
-0.060	0.09
-0.060	0.09
-0.060	0.08
-0.060	0.08
-0.060	0.08
-0.060	0.09
-0.060	0.09
-0.060	0.08
-0.060	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.08
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.08
-0.061	0.09
-0.061	0.09
-0.061	0.09
-0.061	0.08
-0.061	0.08
-0.062	0.08
-0.062	0.09
-0.062	0.08
-0.062	0.08
-0.062	0.09
-0.062	0.09
-0.062	0.08
-0.062	0.08
-0.062	0.08
-0.063	0.09
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.09
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.063	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.08
-0.064	0.07
-0.065	0.08
-0.065	0.08
-0.065	0.07
-0.065	0.08
-0.065	0.08
-0.065	0.08
-0.065	0.08
-0.065	0.07
-0.065	0.08
-0.065	0.08
-0.065	0.08
-0.065	0.07
-0.065	0.07
-0.065	0.08
-0.066	0.08
-0.066	0.07
-0.066	0.07
-0.066	0.08
-0.066	0.08
-0.066	0.07
-0.066	0.07
-0.066	0.08
-0.066	0.08
-0.066	0.08
-0.067	0.07
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.067	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.09
-0.068	0.08
-0.068	0.08
-0.068	0.09
-0.068	0.09
-0.069	0.08
-0.069	0.08
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.09
-0.069	0.10
-0.069	0.10
-0.070	0.09
-0.070	0.09
-0.070	0.09
-0.070	0.10
-0.070	0.10
-0.070	0.10
-0.070	0.09
-0.070	0.10
-0.070	0.10
-0.070	0.11
-0.071	0.11
-0.071	0.10
-0.071	0.10
-0.071	0.10
-0.071	0.11
-0.071	0.11
-0.071	0.10
-0.071	0.10
-0.071	0.10
-0.071	0.11
-0.071	0.11
-0.071	0.11
-0.071	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.12
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.12
-0.072	0.12
-0.072	0.12
-0.072	0.12
-0.073	0.12
-0.073	0.12
-0.073	0.13
-0.073	0.13
-0.073	0.13
-0.073	0.12
-0.073	0.13
-0.073	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.14
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.14
-0.074	0.13
-0.075	0.13
-0.075	0.13
-0.075	0.13
-0.075	0.14
-0.075	0.14
-0.075	0.14
-0.074	0.13
-0.074	0.13
-0.074	0.14
-0.074	0.14
-0.074	0.14
-0.074	0.13
-0.074	0.13
-0.074	0.14
-0.074	0.14
-0.074	0.14
-0.074	0.13
-0.074	0.13
-0.074	0.14
-0.074	0.14
-0.074	0.14
-0.074	0.14
-0.074	0.13
-0.074	0.14
-0.074	0.13
-0.074	0.14
-0.074	0.14
-0.074	0.13
-0.074	0.14
-0.075	0.13
-0.075	0.14
-0.075	0.14
-0.075	0.13
-0.075	0.13
-0.075	0.13
-0.075	0.14
-0.075	0.14
-0.075	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.14
-0.076	0.13
-0.076	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.077	0.13
-0.077	0.13
-0.077	0.14
-0.077	0.14
-0.077	0.14
-0.078	0.13
-0.078	0.13
-0.078	0.13
-0.078	0.13
-0.078	0.14
-0.078	0.13
-0.078	0.13
-0.078	0.12
-0.079	0.13
-0.079	0.13
-0.079	0.13
-0.079	0.12
-0.079	0.12
-0.079	0.12
-0.079	0.13
-0.079	0.13
-0.079	0.13
-0.079	0.12
-0.079	0.12
-0.080	0.12
-0.080	0.12
-0.080	0.12
-0.080	0.12
-0.080	0.11
-0.080	0.11
-0.080	0.11
-0.081	0.12
-0.081	0.12
-0.081	0.11
-0.081	0.11
-0.081	0.11
-0.081	0.11
-0.081	0.11
-0.081	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.11
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.11
-0.082	0.11
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.082	0.10
-0.083	0.10
-0.083	0.10
-0.083	0.10
-0.083	0.10
-0.083	0.10
-0.083	0.10
-0.083	0.10
-0.084	0.10
-0.084	0.10
-0.084	0.11
-0.084	0.10
-0.084	0.10
-0.084	0.11
-0.084	0.11
-0.084	0.11
-0.084	0.11
-0.085	0.11
-0.085	0.11
-0.085	0.11
-0.085	0.12
-0.085	0.12
-0.085	0.12
-0.085	0.12
-0.085	0.13
-0.085	0.13
-0.085	0.14
-0.086	0.14
-0.086	0.14
-0.086	0.14
-0.086	0.15
-0.086	0.15
-0.086	0.15
-0.086	0.16
-0.086	0.16
-0.086	0.16
-0.086	0.17
-0.086	0.17
-0.087	0.17
-0.087	0.17
-0.087	0.18
-0.087	0.19
-0.087	0.18
-0.087	0.19
-0.087	0.18
-0.087	0.19
-0.087	0.19
-0.087	0.19
-0.087	0.19
-0.087	0.20
-0.087	0.20
-0.087	0.19
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.19
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.20
-0.087	0.21
-0.087	0.22
-0.087	0.22
-0.087	0.22
-0.087	0.22
-0.087	0.22
-0.087	0.22
-0.087	0.23
-0.088	0.24
-0.088	0.24
-0.088	0.25
-0.088	0.25
-0.088	0.25
-0.088	0.25
-0.088	0.26
-0.088	0.26
-0.088	0.27
-0.088	0.28
-0.088	0.29
-0.088	0.29
-0.089	0.29
-0.089	0.30
-0.089	0.31
-0.089	0.33
-0.089	0.33
-0.089	0.34
-0.089	0.35
-0.089	0.36
-0.089	0.35
-0.090	0.37
-0.090	0.38
-0.090	0.39
-0.090	0.40
-0.090	0.40
-0.090	0.41
-0.090	0.42
-0.090	0.42
-0.090	0.42
-0.090	0.43
-0.090	0.44
-0.090	0.44
-0.090	0.44
-0.091	0.45
-0.091	0.47
-0.091	0.47
-0.091	0.47
-0.091	0.50
-0.091	0.51
-0.091	0.51
-0.091	0.53
-0.091	0.53
-0.092	0.55
-0.092	0.56
-0.092	0.57
-0.092	0.59
-0.092	0.59
-0.092	0.62
-0.092	0.62
-0.092	0.63
-0.092	0.63
-0.092	0.64
-0.092	0.64
-0.093	0.65
-0.093	0.67
-0.093	0.67
-0.093	0.67
-0.093	0.67
-0.092	0.68
-0.092	0.68
-0.092	0.68
-0.092	0.68
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.68
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.69
-0.092	0.68
-0.092	0.68
-0.092	0.69
-0.093	0.69
-0.093	0.69
-0.093	0.70
-0.093	0.71
-0.093	0.71
-0.093	0.73
-0.093	0.74
-0.093	0.75
-0.093	0.76
-0.093	0.77
-0.094	0.78
-0.094	0.79
-0.094	0.80
-0.094	0.83
-0.094	0.85
-0.094	0.85
-0.094	0.86
-0.095	0.88
-0.095	0.89
-0.095	0.91
-0.095	0.92
-0.095	0.92
-0.095	0.94
-0.095	0.94
-0.095	0.94
-0.096	0.96
-0.096	0.97
-0.096	0.98
-0.096	0.99
-0.096	0.99
-0.096	1.01
-0.096	1.00
-0.096	1.01
-0.096	1.02
-0.096	1.03
-0.097	1.04
-0.097	1.05
-0.097	1.05
-0.097	1.06
-0.097	1.08
-0.097	1.08
-0.097	1.09
-0.097	1.09
-0.097	1.09
-0.097	1.10
-0.097	1.11
-0.097	1.11
-0.097	1.10
-0.097	1.10
-0.097	1.11
-0.097	1.11
-0.097	1.11
-0.097	1.11
-0.097	1.10
-0.097	1.11
-0.097	1.11
-0.097	1.11
-0.097	1.11
-0.097	1.11
-0.097	1.10
-0.097	1.11
-0.097	1.11
-0.097	1.10
-0.097	1.11
-0.097	1.10
-0.097	1.10
-0.097	1.10
-0.097	1.10
-0.097	1.09
-0.097	1.09
-0.097	1.09
-0.097	1.09
-0.097	1.09
-0.097	1.09
-0.097	1.10
-0.097	1.11
-0.098	1.11
-0.098	1.11
-0.098	1.12
-0.098	1.13
-0.098	1.13
-0.098	1.14
-0.098	1.15
-0.098	1.15
-0.099	1.16
-0.099	1.15
-0.099	1.15
-0.099	1.18
-0.099	1.17
-0.099	1.18
-0.099	1.19
-0.100	1.18
-0.100	1.17
-0.100	1.18
-0.100	1.17
-0.100	1.20
-0.100	1.22
-0.100	1.21
-0.100	1.22
-0.101	1.22
-0.101	1.20
-0.101	1.20
-0.101	1.19
-0.101	1.20
-0.101	1.19
-0.101	1.18
-0.101	1.17
-0.101	1.15
-0.101	1.15
-0.102	1.15
-0.102	1.15
-0.102	1.14
-0.102	1.15
-0.102	1.14
-0.102	1.14
-0.102	1.14
-0.102	1.14
-0.102	1.14
-0.102	1.13
-0.102	1.10
-0.102	1.10
-0.102	1.11
-0.102	1.11
-0.102	1.11
-0.102	1.11
-0.102	1.11
-0.102	1.11
-0.102	1.10
-0.102	1.11
-0.102	1.10
-0.102	1.10
-0.102	1.09
-0.102	1.10
-0.102	1.09
-0.102	1.08
-0.102	1.08
-0.102	1.09
-0.102	1.09
-0.102	1.09
-0.102	1.08
-0.102	1.09
-0.102	1.09
-0.102	1.08
-0.102	1.08
-0.102	1.07
-0.102	1.07
-0.102	1.06
-0.102	1.05
-0.102	1.05
-0.103	1.05
-0.103	1.05
-0.103	1.04
-0.103	1.03
-0.103	1.02
-0.103	1.01
-0.103	1.00
-0.103	1.01
-0.104	1.00
-0.104	0.99
-0.104	0.99
-0.104	0.96
-0.104	0.95
-0.104	0.94
-0.104	0.94
-0.104	0.93
-0.105	0.93
-0.105	0.91
-0.105	0.91
-0.105	0.90
-0.105	0.88
-0.105	0.88
-0.105	0.88
-0.105	0.87
-0.105	0.85
-0.105	0.83
-0.105	0.84
-0.106	0.83
-0.106	0.80
-0.106	0.78
-0.106	0.79
-0.106	0.77
-0.106	0.74
-0.106	0.73
-0.106	0.74
-0.106	0.72
-0.107	0.71
-0.107	0.70
-0.107	0.69
-0.107	0.67
-0.107	0.66
-0.107	0.66
-0.107	0.64
-0.107	0.64
-0.107	0.63
-0.107	0.62
-0.107	0.61
-0.108	0.59
-0.108	0.57
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.57
-0.108	0.57
-0.108	0.58
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.55
-0.108	0.55
-0.108	0.55
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.57
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.57
-0.108	0.57
-0.108	0.56
-0.108	0.57
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.56
-0.108	0.55
-0.108	0.54
-0.108	0.53
-0.108	0.53
-0.108	0.53
-0.108	0.51
-0.108	0.50
-0.108	0.48
-0.108	0.48
-0.108	0.47
-0.108	0.45
-0.109	0.45
-0.109	0.44
-0.109	0.43
-0.109	0.41
-0.109	0.39
-0.109	0.39
-0.109	0.38
-0.109	0.37
-0.109	0.37
-0.109	0.36
-0.110	0.36
-0.110	0.34
-0.110	0.33
-0.110	0.32
-0.110	0.32
-0.110	0.31
-0.110	0.31
-0.110	0.30
-0.110	0.30
-0.110	0.29
-0.111	0.29
-0.111	0.28
-0.111	0.28
-0.111	0.28
-0.111	0.27
-0.111	0.27
-0.111	0.26
