Relative Intensity vs Linear Position, Run #1
Linear Position ( m )	Relative Intensity (  )
5.985E-5	0.04
5.985E-5	0.04
5.985E-5	0.04
5.985E-5	0.04
5.985E-5	0.04
5.985E-5	0.04
5.985E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
3.990E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
1.995E-5	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
1.995E-5	0.04
1.995E-5	0.04
1.995E-5	0.04
0.000	0.04
0.000	0.04
0.000	0.04
0.000	0.04
-1.995E-5	0.04
-1.197E-4	0.04
-1.795E-4	0.04
-1.795E-4	0.04
-1.995E-4	0.04
-2.993E-4	0.04
-3.790E-4	0.04
-5.386E-4	0.04
-7.382E-4	0.04
-9.377E-4	0.04
-0.001	0.04
-0.001	0.04
-0.002	0.04
-0.002	0.04
-0.002	0.04
-0.002	0.04
-0.002	0.04
-0.003	0.04
-0.003	0.04
-0.003	0.05
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.005	0.04
-0.005	0.04
-0.005	0.05
-0.006	0.05
-0.006	0.05
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.006	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.008	0.04
-0.008	0.04
-0.008	0.04
-0.008	0.04
-0.008	0.04
-0.008	0.04
-0.008	0.05
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.016	0.04
-0.016	0.04
-0.016	0.04
-0.016	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.019	0.04
-0.019	0.05
-0.019	0.04
-0.019	0.04
-0.019	0.05
-0.019	0.05
-0.019	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.05
-0.021	0.04
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.04
-0.021	0.05
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.023	0.04
-0.023	0.04
-0.023	0.04
-0.023	0.04
-0.024	0.04
-0.024	0.05
-0.024	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.04
-0.025	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.027	0.04
-0.027	0.05
-0.027	0.04
-0.027	0.04
-0.027	0.05
-0.027	0.04
-0.027	0.05
-0.027	0.04
-0.027	0.04
-0.027	0.05
-0.027	0.04
-0.027	0.04
-0.027	0.05
-0.027	0.05
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.04
-0.027	0.05
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.029	0.04
-0.029	0.04
-0.029	0.04
-0.029	0.04
-0.030	0.04
-0.030	0.04
-0.030	0.04
-0.030	0.04
-0.031	0.04
-0.031	0.04
-0.031	0.04
-0.031	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.034	0.04
-0.034	0.04
-0.034	0.04
-0.035	0.04
-0.035	0.04
-0.035	0.05
-0.035	0.05
-0.036	0.05
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.037	0.04
-0.037	0.04
-0.037	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.05
-0.039	0.05
-0.039	0.04
-0.039	0.04
-0.039	0.04
-0.040	0.04
-0.040	0.05
-0.040	0.06
-0.040	0.06
-0.041	0.06
-0.041	0.06
-0.041	0.05
-0.042	0.04
-0.042	0.04
-0.042	0.04
-0.043	0.05
-0.043	0.05
-0.043	0.05
-0.044	0.05
-0.044	0.05
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.05
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.045	0.04
-0.045	0.04
-0.045	0.04
-0.046	0.04
-0.046	0.04
-0.046	0.04
-0.046	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.049	0.04
-0.049	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.051	0.04
-0.051	0.04
-0.051	0.04
-0.050	0.04
-0.050	0.05
-0.050	0.04
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.050	0.04
-0.050	0.05
-0.050	0.05
-0.050	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.052	0.05
-0.052	0.05
-0.052	0.04
-0.052	0.04
-0.053	0.04
-0.053	0.04
-0.053	0.05
-0.054	0.07
-0.054	0.07
-0.055	0.05
-0.055	0.04
-0.056	0.05
-0.056	0.07
-0.056	0.09
-0.057	0.09
-0.057	0.09
-0.057	0.08
-0.057	0.07
-0.057	0.06
-0.057	0.06
-0.057	0.06
-0.057	0.06
-0.057	0.06
-0.057	0.05
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.058	0.04
-0.058	0.04
-0.058	0.04
-0.058	0.05
-0.058	0.06
-0.059	0.07
-0.059	0.08
-0.059	0.09
-0.060	0.08
-0.060	0.07
-0.060	0.05
-0.060	0.05
-0.061	0.04
-0.061	0.04
-0.062	0.05
-0.062	0.06
-0.062	0.06
-0.062	0.05
-0.063	0.05
-0.063	0.05
-0.063	0.04
-0.063	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.03
-0.066	0.04
-0.066	0.04
-0.067	0.04
-0.067	0.04
-0.068	0.05
-0.068	0.05
-0.068	0.04
-0.069	0.04
-0.069	0.05
-0.070	0.08
-0.070	0.10
-0.070	0.11
-0.070	0.09
-0.071	0.07
-0.071	0.05
-0.071	0.05
-0.071	0.05
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.072	0.05
-0.072	0.07
-0.072	0.10
-0.072	0.13
-0.072	0.15
-0.072	0.17
-0.073	0.18
-0.073	0.16
-0.073	0.13
-0.073	0.11
-0.074	0.09
-0.074	0.06
-0.074	0.04
-0.074	0.04
-0.074	0.06
-0.075	0.11
-0.075	0.15
-0.075	0.19
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.076	0.20
-0.076	0.19
-0.076	0.18
-0.076	0.16
-0.076	0.16
-0.076	0.16
-0.076	0.16
-0.076	0.14
-0.076	0.11
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.09
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.09
-0.076	0.07
-0.076	0.05
-0.077	0.04
-0.077	0.05
-0.077	0.08
-0.078	0.13
-0.078	0.16
-0.078	0.14
-0.079	0.12
-0.079	0.09
-0.079	0.07
-0.079	0.05
-0.079	0.05
-0.080	0.04
-0.080	0.04
-0.080	0.04
-0.080	0.04
-0.080	0.05
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.07
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.080	0.06
-0.081	0.06
-0.081	0.06
-0.081	0.06
-0.081	0.05
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.083	0.04
-0.083	0.04
-0.083	0.04
-0.084	0.05
-0.084	0.05
-0.084	0.06
-0.084	0.06
-0.085	0.05
-0.085	0.04
-0.085	0.04
-0.085	0.05
-0.085	0.08
-0.086	0.14
-0.086	0.20
-0.086	0.26
-0.086	0.28
-0.087	0.27
-0.087	0.25
-0.087	0.23
-0.087	0.23
-0.087	0.22
-0.087	0.17
-0.087	0.15
-0.086	0.15
-0.086	0.15
-0.086	0.14
-0.086	0.14
-0.086	0.14
-0.086	0.15
-0.086	0.15
-0.086	0.15
-0.086	0.15
-0.086	0.15
-0.086	0.15
-0.086	0.16
-0.086	0.16
-0.086	0.16
-0.086	0.16
-0.087	0.16
-0.087	0.11
-0.087	0.08
-0.087	0.05
-0.087	0.06
-0.088	0.13
-0.088	0.21
-0.088	0.35
-0.088	0.47
-0.088	0.58
-0.089	0.70
-0.089	0.81
-0.089	0.82
-0.089	0.81
-0.089	0.72
-0.089	0.56
-0.090	0.36
-0.090	0.19
-0.090	0.11
-0.090	0.07
-0.090	0.06
-0.091	0.18
-0.091	0.58
-0.091	0.90
-0.091	1.13
-0.091	1.34
-0.091	1.50
-0.091	1.67
-0.092	1.66
-0.092	1.53
-0.092	1.25
-0.092	0.96
-0.092	0.64
-0.093	0.27
-0.093	0.10
-0.093	0.08
-0.093	0.08
-0.093	0.07
-0.093	0.08
-0.093	0.29
-0.093	0.30
-0.093	0.29
-0.093	0.29
-0.093	0.28
-0.093	0.29
-0.093	0.28
-0.093	0.27
-0.093	0.28
-0.093	0.27
-0.093	0.28
-0.093	0.28
-0.093	0.27
-0.093	0.26
-0.093	0.26
-0.093	0.26
-0.093	0.26
-0.093	0.27
-0.093	0.30
-0.093	0.51
-0.093	0.69
-0.093	1.10
-0.093	1.75
-0.093	2.12
-0.094	2.39
-0.094	2.58
-0.094	2.57
-0.094	2.30
-0.094	1.94
-0.095	1.47
-0.095	0.80
-0.095	0.39
-0.095	0.13
-0.095	0.10
-0.096	0.42
-0.096	0.94
-0.096	1.53
-0.096	2.16
-0.096	2.61
-0.097	3.22
-0.097	3.37
-0.097	3.24
-0.097	3.05
-0.097	2.69
-0.097	1.99
-0.098	1.47
-0.098	0.69
-0.098	0.29
-0.098	0.10
-0.098	0.13
-0.098	0.33
-0.098	0.48
-0.098	0.64
-0.098	0.80
-0.098	0.83
-0.098	0.76
-0.098	0.78
-0.098	1.42
-0.098	1.36
-0.098	1.44
-0.098	1.39
-0.098	1.42
-0.098	1.39
-0.098	1.42
-0.098	1.43
-0.098	1.42
-0.098	1.40
-0.098	1.41
-0.098	1.42
-0.098	1.46
-0.098	1.43
-0.098	1.44
-0.098	1.43
-0.098	1.48
-0.098	2.01
-0.099	2.43
-0.099	3.13
-0.099	3.62
-0.099	3.72
-0.099	3.58
-0.099	3.32
-0.100	2.91
-0.100	2.48
-0.100	1.57
-0.100	1.47
-0.100	1.46
-0.100	1.41
-0.100	1.11
-0.100	0.93
-0.100	0.52
-0.101	0.27
-0.101	0.12
-0.101	0.10
-0.101	0.16
-0.101	0.50
-0.101	1.11
-0.102	1.84
-0.102	2.54
-0.102	2.97
-0.102	3.30
-0.102	3.38
-0.102	3.14
-0.103	2.66
-0.103	2.20
-0.103	1.84
-0.103	1.61
-0.103	1.21
-0.103	0.86
-0.103	0.55
-0.103	0.26
-0.103	0.16
-0.103	0.09
-0.103	0.09
-0.104	0.14
-0.104	0.33
-0.104	0.58
-0.104	0.82
-0.104	1.16
-0.104	1.35
-0.104	1.42
-0.104	1.41
-0.104	1.51
-0.104	1.95
-0.104	1.92
-0.104	1.84
-0.104	1.84
-0.104	1.84
-0.104	1.87
-0.104	1.84
-0.104	1.89
-0.104	1.86
-0.104	1.87
-0.104	1.90
-0.104	1.89
-0.104	1.89
-0.104	1.88
-0.104	1.90
-0.104	1.91
-0.104	1.92
-0.104	2.20
-0.104	2.52
-0.105	2.61
-0.105	2.47
-0.105	2.07
-0.105	1.45
-0.106	0.54
-0.106	0.09
-0.107	0.39
-0.107	1.28
-0.107	1.63
-0.107	1.67
-0.108	1.59
-0.108	1.42
-0.108	1.10
-0.108	0.46
-0.109	0.13
-0.109	0.06
-0.109	0.20
-0.109	0.52
-0.109	0.67
-0.110	0.76
-0.110	0.81
-0.110	0.82
-0.110	0.82
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.84
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.83
-0.110	0.76
-0.110	0.63
-0.110	0.43
-0.111	0.26
-0.111	0.13
-0.111	0.05
-0.112	0.06
-0.112	0.16
-0.112	0.25
-0.112	0.29
-0.113	0.25
-0.113	0.15
-0.113	0.10
-0.113	0.08
-0.114	0.06
-0.114	0.04
-0.114	0.04
-0.115	0.05
-0.115	0.06
-0.115	0.06
-0.115	0.05
-0.115	0.05
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.116	0.04
-0.117	0.04
-0.117	0.04
-0.117	0.04
-0.118	0.05
-0.118	0.06
-0.118	0.07
-0.118	0.07
-0.119	0.06
-0.119	0.04
-0.119	0.04
-0.120	0.04
-0.120	0.04
-0.120	0.05
-0.120	0.08
-0.121	0.14
-0.121	0.16
-0.121	0.15
-0.121	0.13
-0.122	0.10
-0.122	0.07
-0.122	0.07
-0.122	0.07
-0.122	0.07
-0.122	0.05
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.04
-0.122	0.05
-0.122	0.06
-0.123	0.12
-0.123	0.18
-0.123	0.20
-0.124	0.15
-0.124	0.10
-0.124	0.07
-0.124	0.05
-0.125	0.04
-0.125	0.04
-0.125	0.08
-0.126	0.13
-0.126	0.15
-0.126	0.17
-0.126	0.17
-0.127	0.13
-0.127	0.09
-0.127	0.06
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.03
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.03
-0.127	0.04
-0.127	0.03
-0.127	0.03
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.04
-0.127	0.03
-0.128	0.04
-0.128	0.05
-0.128	0.08
-0.129	0.10
-0.129	0.10
-0.129	0.09
-0.129	0.07
-0.130	0.05
-0.130	0.03
-0.130	0.04
-0.131	0.05
-0.131	0.05
-0.131	0.05
-0.131	0.05
-0.132	0.05
-0.132	0.05
-0.132	0.04
-0.132	0.05
-0.132	0.05
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.132	0.04
-0.133	0.03
-0.133	0.03
-0.133	0.03
-0.133	0.03
-0.133	0.03
-0.134	0.03
-0.134	0.04
-0.135	0.04
-0.135	0.04
-0.135	0.03
-0.136	0.04
-0.136	0.03
-0.136	0.03
-0.136	0.04
-0.136	0.04
-0.136	0.04
-0.136	0.04
-0.136	0.04
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.136	0.05
-0.137	0.05
-0.137	0.06
-0.137	0.06
-0.138	0.05
-0.138	0.04
-0.138	0.03
-0.139	0.04
-0.139	0.05
-0.139	0.07
-0.140	0.08
-0.140	0.08
-0.140	0.07
-0.140	0.06
-0.141	0.05
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.05
-0.141	0.05
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.05
-0.141	0.04
-0.141	0.04
-0.141	0.04
-0.141	0.05
-0.141	0.04
-0.141	0.04
-0.141	0.05
-0.141	0.05
-0.142	0.06
-0.142	0.08
-0.142	0.09
-0.142	0.09
-0.143	0.08
-0.143	0.07
-0.143	0.05
-0.143	0.04
-0.144	0.04
-0.144	0.03
-0.144	0.04
-0.144	0.05
-0.145	0.07
-0.145	0.07
-0.145	0.07
-0.145	0.07
-0.146	0.06
-0.146	0.05
-0.146	0.05
-0.146	0.05
-0.146	0.05
-0.146	0.05
-0.146	0.05
-0.146	0.05
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.04
-0.146	0.03
-0.147	0.04
-0.147	0.04
-0.147	0.04
-0.147	0.04
-0.148	0.04
-0.148	0.04
-0.149	0.04
-0.149	0.03
-0.150	0.03
-0.150	0.03
-0.150	0.03
-0.151	0.03
-0.151	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.03
-0.152	0.04
-0.153	0.04
-0.153	0.04
-0.153	0.04
-0.153	0.04
-0.153	0.04
-0.154	0.04
-0.154	0.04
-0.154	0.03
-0.155	0.04
-0.155	0.04
-0.155	0.05
-0.156	0.05
-0.156	0.05
-0.156	0.05
-0.156	0.05
-0.157	0.04
-0.157	0.04
-0.157	0.03
-0.157	0.03
-0.158	0.04
-0.158	0.04
-0.158	0.05
-0.158	0.05
-0.158	0.05
-0.158	0.05
-0.158	0.05
-0.158	0.05
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.05
-0.158	0.06
-0.158	0.06
-0.158	0.05
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.06
-0.158	0.05
-0.158	0.06
-0.158	0.06
-0.159	0.06
-0.159	0.06
-0.159	0.05
-0.159	0.05
-0.159	0.05
-0.160	0.05
-0.160	0.04
-0.160	0.03
-0.161	0.04
-0.161	0.04
-0.161	0.05
-0.162	0.06
-0.162	0.05
-0.162	0.05
-0.163	0.04
-0.163	0.03
-0.163	0.03
-0.163	0.04
-0.163	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.164	0.04
-0.165	0.04
-0.165	0.03
-0.165	0.03
-0.165	0.03
-0.166	0.03
-0.166	0.03
-0.166	0.03
