Relative Intensity vs Linear Position, Run #1
Linear Position ( m )	Relative Intensity (  )
-0.166	0.03
-0.166	0.03
-0.167	0.03
-0.167	0.03
-0.167	0.04
-0.167	0.03
-0.167	0.03
-0.167	0.03
-0.168	0.03
-0.168	0.03
-0.168	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.04
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.04
-0.169	0.03
-0.169	0.03
-0.169	0.03
-0.169	0.04
-0.170	0.03
-0.170	0.03
-0.170	0.04
-0.171	0.03
-0.171	0.03
-0.171	0.04
-0.172	0.04
-0.172	0.04
-0.172	0.04
-0.173	0.04
-0.173	0.04
-0.173	0.03
-0.173	0.03
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.04
-0.174	0.05
-0.175	0.05
-0.175	0.05
-0.175	0.05
-0.175	0.04
-0.175	0.04
-0.176	0.04
-0.176	0.04
-0.176	0.03
-0.176	0.04
-0.177	0.04
-0.177	0.04
-0.177	0.04
-0.177	0.05
-0.177	0.05
-0.178	0.05
-0.178	0.04
-0.178	0.04
-0.178	0.04
-0.179	0.03
-0.179	0.04
-0.179	0.04
-0.179	0.04
-0.179	0.04
-0.179	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.181	0.04
-0.181	0.04
-0.181	0.04
-0.181	0.04
-0.181	0.05
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.04
-0.180	0.05
