Relative Intensity vs Linear Position, Run #3
Linear Position ( m )	Relative Intensity (  )
-0.003	0.04
-0.003	0.05
-0.003	0.05
-0.003	0.04
-0.003	0.04
-0.003	0.05
-0.003	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.004	0.04
-0.005	0.04
-0.005	0.04
-0.005	0.04
-0.005	0.04
-0.005	0.05
-0.005	0.05
-0.005	0.05
-0.005	0.05
-0.005	0.05
-0.005	0.05
-0.005	0.05
-0.005	0.05
-0.006	0.05
-0.006	0.05
-0.006	0.05
-0.006	0.05
-0.006	0.05
-0.006	0.05
-0.006	0.04
-0.006	0.04
-0.006	0.05
-0.006	0.05
-0.006	0.04
-0.006	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.007	0.04
-0.008	0.05
-0.008	0.04
-0.008	0.04
-0.008	0.05
-0.008	0.05
-0.008	0.04
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.008	0.05
-0.009	0.04
-0.009	0.04
-0.009	0.05
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.009	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.010	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.011	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.012	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.013	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.014	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.015	0.04
-0.016	0.04
-0.016	0.04
-0.016	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.017	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.018	0.04
-0.019	0.04
-0.019	0.05
-0.019	0.05
-0.019	0.05
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.020	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.05
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.04
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.021	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.022	0.05
-0.023	0.04
-0.023	0.04
-0.023	0.04
-0.023	0.04
-0.023	0.04
-0.023	0.04
-0.024	0.04
-0.024	0.04
-0.024	0.05
-0.024	0.05
-0.024	0.05
-0.024	0.05
-0.024	0.05
-0.024	0.05
-0.024	0.06
-0.024	0.05
-0.024	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.05
-0.025	0.04
-0.025	0.04
-0.025	0.04
-0.025	0.04
-0.025	0.04
-0.025	0.04
-0.025	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.026	0.04
-0.027	0.04
-0.027	0.05
-0.027	0.04
-0.027	0.05
-0.027	0.05
-0.027	0.05
-0.027	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.028	0.04
-0.029	0.04
-0.029	0.04
-0.029	0.04
-0.029	0.04
-0.029	0.04
-0.030	0.04
-0.030	0.04
-0.030	0.04
-0.030	0.04
-0.030	0.04
-0.031	0.04
-0.031	0.04
-0.031	0.04
-0.031	0.04
-0.031	0.04
-0.031	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.032	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.033	0.04
-0.034	0.04
-0.034	0.04
-0.034	0.04
-0.034	0.04
-0.034	0.04
-0.034	0.04
-0.034	0.04
-0.035	0.04
-0.035	0.05
-0.035	0.05
-0.035	0.05
-0.035	0.05
-0.035	0.05
-0.036	0.05
-0.036	0.05
-0.036	0.05
-0.036	0.05
-0.036	0.05
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.036	0.04
-0.037	0.04
-0.037	0.05
-0.037	0.04
-0.037	0.04
-0.037	0.05
-0.037	0.05
-0.037	0.05
-0.037	0.05
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.038	0.06
-0.039	0.05
-0.039	0.04
-0.039	0.04
-0.039	0.04
-0.039	0.04
-0.039	0.04
-0.040	0.05
-0.040	0.06
-0.040	0.06
-0.040	0.06
-0.040	0.06
-0.041	0.06
-0.041	0.07
-0.041	0.06
-0.041	0.05
-0.041	0.05
-0.041	0.05
-0.041	0.05
-0.041	0.04
-0.042	0.04
-0.042	0.04
-0.042	0.04
-0.042	0.04
-0.042	0.04
-0.042	0.05
-0.042	0.05
-0.043	0.05
-0.043	0.06
-0.043	0.06
-0.043	0.06
-0.044	0.05
-0.044	0.05
-0.044	0.05
-0.044	0.05
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.044	0.04
-0.045	0.04
-0.045	0.04
-0.045	0.04
-0.045	0.04
-0.045	0.04
-0.045	0.04
-0.045	0.04
-0.046	0.05
-0.046	0.05
-0.046	0.04
-0.046	0.04
-0.046	0.04
-0.046	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.047	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.048	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.049	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.04
-0.050	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.05
-0.051	0.04
-0.052	0.05
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.052	0.04
-0.053	0.05
-0.053	0.05
-0.053	0.06
-0.053	0.06
-0.053	0.06
-0.053	0.06
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.054	0.08
-0.054	0.07
-0.054	0.07
-0.054	0.08
-0.054	0.08
-0.053	0.07
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.07
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.08
-0.053	0.08
-0.053	0.08
-0.053	0.07
-0.053	0.07
-0.054	0.08
-0.054	0.08
-0.054	0.07
-0.054	0.07
-0.054	0.07
-0.054	0.06
-0.054	0.05
-0.054	0.05
-0.055	0.04
-0.055	0.04
-0.055	0.04
-0.055	0.04
-0.055	0.05
-0.055	0.05
-0.056	0.06
-0.056	0.07
-0.056	0.08
-0.056	0.09
-0.056	0.09
-0.056	0.09
-0.057	0.09
-0.057	0.08
-0.057	0.05
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.057	0.04
-0.058	0.04
-0.058	0.04
-0.058	0.05
-0.058	0.05
-0.058	0.05
-0.058	0.05
-0.058	0.06
-0.058	0.07
-0.058	0.08
-0.058	0.08
-0.058	0.08
-0.058	0.09
-0.058	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.09
-0.059	0.08
-0.059	0.08
-0.059	0.08
-0.059	0.07
-0.059	0.07
-0.060	0.06
-0.060	0.05
-0.060	0.05
-0.060	0.05
-0.060	0.04
-0.060	0.04
-0.060	0.04
-0.060	0.04
-0.060	0.04
-0.060	0.04
-0.060	0.04
-0.060	0.04
-0.061	0.04
-0.061	0.05
-0.061	0.06
-0.061	0.06
-0.061	0.06
-0.061	0.06
-0.061	0.06
-0.061	0.07
-0.061	0.06
-0.061	0.06
-0.062	0.06
-0.062	0.06
-0.062	0.06
-0.062	0.06
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.05
-0.062	0.04
-0.062	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.063	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.064	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.065	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.066	0.04
-0.067	0.05
-0.067	0.05
-0.067	0.05
-0.067	0.05
-0.067	0.05
-0.067	0.05
-0.067	0.05
-0.068	0.05
-0.068	0.05
-0.068	0.05
-0.068	0.04
-0.068	0.04
-0.068	0.04
-0.068	0.04
-0.068	0.04
-0.069	0.04
-0.069	0.04
-0.069	0.04
-0.069	0.04
-0.069	0.04
-0.069	0.05
-0.069	0.06
-0.069	0.07
-0.069	0.08
-0.070	0.09
-0.070	0.10
-0.070	0.10
-0.070	0.11
-0.070	0.11
-0.070	0.11
-0.070	0.10
-0.070	0.09
-0.070	0.08
-0.070	0.08
-0.070	0.07
-0.070	0.06
-0.070	0.06
-0.070	0.06
-0.071	0.06
-0.071	0.05
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.04
-0.071	0.05
-0.071	0.05
-0.071	0.05
-0.071	0.06
-0.071	0.06
-0.071	0.07
-0.071	0.07
-0.071	0.07
-0.072	0.09
-0.072	0.10
-0.072	0.11
-0.072	0.11
-0.072	0.11
-0.072	0.12
-0.072	0.14
-0.072	0.15
-0.072	0.16
-0.072	0.16
-0.072	0.17
-0.072	0.17
-0.072	0.18
-0.072	0.18
-0.072	0.17
-0.073	0.17
-0.073	0.16
-0.073	0.15
-0.073	0.15
-0.073	0.14
-0.073	0.13
-0.073	0.12
-0.073	0.12
-0.073	0.12
-0.073	0.12
-0.073	0.11
-0.073	0.10
-0.073	0.10
-0.073	0.09
-0.073	0.08
-0.073	0.07
-0.073	0.06
-0.073	0.06
-0.073	0.05
-0.073	0.05
-0.074	0.04
-0.074	0.04
-0.074	0.04
-0.074	0.04
-0.074	0.05
-0.074	0.06
-0.074	0.06
-0.074	0.07
-0.074	0.07
-0.074	0.08
-0.074	0.08
-0.074	0.08
-0.074	0.09
-0.074	0.10
-0.074	0.10
-0.074	0.11
-0.074	0.12
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.13
-0.074	0.14
-0.074	0.14
-0.074	0.14
-0.074	0.15
-0.074	0.16
-0.074	0.17
-0.075	0.17
-0.075	0.17
-0.075	0.17
-0.075	0.19
-0.075	0.20
-0.075	0.20
-0.075	0.19
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.075	0.21
-0.075	0.21
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.075	0.21
-0.075	0.21
-0.075	0.21
-0.075	0.20
-0.075	0.20
-0.075	0.20
-0.075	0.19
-0.075	0.18
-0.075	0.17
-0.075	0.16
-0.075	0.16
-0.075	0.15
-0.075	0.15
-0.075	0.15
-0.075	0.15
-0.075	0.14
-0.076	0.14
-0.076	0.13
-0.076	0.13
-0.076	0.13
-0.076	0.12
-0.076	0.11
-0.076	0.11
-0.076	0.10
-0.076	0.10
-0.076	0.10
-0.076	0.09
-0.076	0.08
-0.076	0.07
-0.076	0.06
-0.076	0.06
-0.076	0.05
-0.076	0.05
-0.076	0.05
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.05
-0.076	0.05
-0.076	0.05
-0.076	0.05
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.05
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.076	0.04
-0.077	0.05
-0.077	0.08
-0.077	0.11
-0.077	0.12
-0.077	0.12
-0.077	0.13
-0.077	0.15
-0.077	0.16
-0.078	0.16
-0.078	0.16
-0.078	0.15
-0.078	0.14
-0.078	0.12
-0.078	0.12
-0.078	0.12
-0.078	0.10
-0.078	0.07
-0.078	0.06
-0.079	0.06
-0.079	0.05
-0.079	0.05
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.04
-0.079	0.05
-0.079	0.05
-0.079	0.05
-0.079	0.05
-0.079	0.05
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.07
-0.080	0.06
-0.080	0.06
-0.081	0.06
-0.081	0.06
-0.081	0.05
-0.081	0.05
-0.081	0.05
-0.081	0.05
-0.081	0.05
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.081	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.082	0.04
-0.083	0.04
-0.083	0.04
-0.083	0.04
-0.083	0.04
-0.083	0.04
-0.083	0.05
-0.083	0.05
-0.083	0.05
-0.083	0.05
-0.083	0.05
-0.083	0.05
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.07
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.07
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.083	0.06
-0.084	0.06
-0.084	0.06
-0.084	0.06
-0.084	0.06
-0.084	0.06
-0.084	0.05
-0.084	0.05
-0.084	0.05
-0.084	0.05
-0.084	0.05
-0.084	0.04
-0.084	0.04
-0.084	0.04
-0.084	0.04
-0.084	0.04
-0.084	0.04
-0.084	0.04
-0.085	0.04
-0.085	0.05
-0.085	0.06
-0.085	0.06
-0.085	0.06
-0.085	0.06
-0.085	0.06
-0.085	0.07
-0.085	0.07
-0.085	0.07
-0.085	0.07
-0.085	0.07
-0.085	0.07
-0.085	0.07
-0.085	0.08
-0.085	0.09
-0.085	0.09
-0.085	0.09
-0.085	0.10
-0.085	0.12
-0.085	0.13
-0.085	0.14
-0.085	0.14
-0.085	0.14
-0.085	0.15
-0.085	0.16
-0.085	0.16
-0.085	0.16
-0.085	0.16
-0.085	0.17
-0.085	0.17
-0.085	0.17
-0.085	0.17
-0.085	0.18
-0.085	0.18
-0.085	0.18
-0.085	0.18
-0.085	0.19
-0.085	0.20
-0.085	0.20
-0.085	0.19
-0.085	0.20
-0.085	0.21
-0.085	0.21
-0.085	0.22
-0.085	0.22
-0.085	0.22
-0.085	0.23
-0.085	0.23
-0.085	0.23
-0.085	0.24
-0.085	0.24
-0.085	0.24
-0.086	0.24
-0.086	0.24
-0.086	0.24
-0.086	0.25
-0.086	0.25
-0.086	0.25
-0.086	0.25
-0.086	0.26
-0.086	0.27
-0.086	0.27
-0.086	0.27
-0.086	0.27
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.29
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.28
-0.086	0.27
-0.086	0.27
-0.086	0.27
-0.086	0.27
-0.086	0.27
-0.086	0.26
-0.086	0.26
-0.086	0.25
-0.086	0.24
-0.086	0.23
-0.086	0.23
-0.086	0.23
-0.086	0.22
-0.086	0.20
-0.086	0.20
-0.086	0.20
-0.086	0.19
-0.086	0.19
-0.086	0.19
